port,year,month,operator,bert,shipment,direction,value
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,14,Чорні метали - всього,Навантаження,2.403
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,16,Руда всяка,Навантаження,1.206
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,16,Вугілля,Навантаження,29.439
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,17,Вугілля,Навантаження,19.859
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,18,Руда всяка,Навантаження,21.311
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,19,Вугілля,Навантаження,19.077
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,20,Руда всяка,Навантаження,9.557
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,20,Вугілля,Навантаження,6.033
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,21,Вугілля,Навантаження,25.621
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,22,Руда всяка,Навантаження,21.996
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,22,Вугілля,Навантаження,12.246
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,23,Руда всяка,Навантаження,22.079
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,23,Чорні метали - всього,Навантаження,1.24
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,23,Вугілля,Навантаження,11.413
Ізмаїльський морський порт,2013,Вересень,ДП «Ізмаїльський МТП»,24,Вугілля,Навантаження,20.054
